"","Program","Year","Period","Week.Ending","Geo.Level","State","State.ANSI","Ag.District","Ag.District.Code","County","County.ANSI","Zip.Code","Region","watershed_code","Watershed","Commodity","Data.Item","Domain","Domain.Category","Value","CV...."
"724","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BEAR LAKE",7,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","22",NA
"725","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BEAR LAKE",7,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (FULL OWNER)","265",NA
"726","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BEAR LAKE",7,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (PART OWNER)","155",NA
"727","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BEAR LAKE",7,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (TENANT)","31",NA
"728","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BEAR LAKE",7,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","451",NA
"729","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BINGHAM",11,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","103",NA
"730","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BINGHAM",11,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","254",NA
"731","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BINGHAM",11,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","411",NA
"732","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BINGHAM",11,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","51",NA
"733","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BINGHAM",11,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","61",NA
"734","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BINGHAM",11,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","25",NA
"735","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BINGHAM",11,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","60",NA
"736","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BINGHAM",11,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","34",NA
"737","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BINGHAM",11,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","104",NA
"738","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BINGHAM",11,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","58",NA
"739","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BINGHAM",11,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","114",NA
"740","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BINGHAM",11,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","64",NA
"741","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BINGHAM",11,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (FULL OWNER)","822",NA
"742","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BINGHAM",11,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (PART OWNER)","403",NA
"743","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BINGHAM",11,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (TENANT)","114",NA
"744","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BINGHAM",11,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","1,339",NA
"745","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BONNEVILLE",19,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","57",NA
"746","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BONNEVILLE",19,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","155",NA
"747","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BONNEVILLE",19,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","284",NA
"748","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BONNEVILLE",19,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","26",NA
"749","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BONNEVILLE",19,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","43",NA
"750","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BONNEVILLE",19,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","17",NA
"751","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BONNEVILLE",19,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","54",NA
"752","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BONNEVILLE",19,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","19",NA
"753","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BONNEVILLE",19,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","90",NA
"754","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BONNEVILLE",19,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","33",NA
"755","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BONNEVILLE",19,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","82",NA
"756","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BONNEVILLE",19,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","49",NA
"757","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BONNEVILLE",19,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (FULL OWNER)","580",NA
"758","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BONNEVILLE",19,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (PART OWNER)","237",NA
"759","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BONNEVILLE",19,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (TENANT)","92",NA
"760","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BONNEVILLE",19,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","909",NA
"761","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BUTTE",23,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","26",NA
"762","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BUTTE",23,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","14",NA
"763","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BUTTE",23,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","39",NA
"764","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BUTTE",23,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","15",NA
"765","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BUTTE",23,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","15",NA
"766","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BUTTE",23,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","9",NA
"767","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BUTTE",23,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","17",NA
"768","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BUTTE",23,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","11",NA
"769","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BUTTE",23,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","41",NA
"770","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BUTTE",23,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","4",NA
"771","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BUTTE",23,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","24",NA
"772","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BUTTE",23,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","10",NA
"773","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BUTTE",23,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (FULL OWNER)","150",NA
"774","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BUTTE",23,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (PART OWNER)","56",NA
"775","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BUTTE",23,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (TENANT)","19",NA
"776","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"BUTTE",23,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","225",NA
"777","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CARIBOU",29,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","86",NA
"778","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CARIBOU",29,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","24",NA
"779","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CARIBOU",29,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","62",NA
"780","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CARIBOU",29,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","15",NA
"781","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CARIBOU",29,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","33",NA
"782","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CARIBOU",29,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","18",NA
"783","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CARIBOU",29,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","61",NA
"784","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CARIBOU",29,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","16",NA
"785","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CARIBOU",29,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","57",NA
"786","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CARIBOU",29,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","20",NA
"787","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CARIBOU",29,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","63",NA
"788","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CARIBOU",29,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","24",NA
"789","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CARIBOU",29,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (FULL OWNER)","291",NA
"790","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CARIBOU",29,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (PART OWNER)","149",NA
"791","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CARIBOU",29,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (TENANT)","39",NA
"792","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CARIBOU",29,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","479",NA
"793","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CLARK",33,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","7",NA
"794","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CLARK",33,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","2",NA
"795","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CLARK",33,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","9",NA
"796","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CLARK",33,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","5",NA
"797","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CLARK",33,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","4",NA
"798","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CLARK",33,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","3",NA
"799","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CLARK",33,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","32",NA
"800","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CLARK",33,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","2",NA
"801","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CLARK",33,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","10",NA
"802","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CLARK",33,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","8",NA
"803","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CLARK",33,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","2",NA
"804","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CLARK",33,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (FULL OWNER)","56",NA
"805","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CLARK",33,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (PART OWNER)","21",NA
"806","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CLARK",33,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (TENANT)","7",NA
"807","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CLARK",33,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","84",NA
"808","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CUSTER",37,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","23",NA
"809","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CUSTER",37,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","41",NA
"810","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CUSTER",37,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","60",NA
"811","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CUSTER",37,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","18",NA
"812","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CUSTER",37,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","14",NA
"813","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CUSTER",37,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","17",NA
"814","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CUSTER",37,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","16",NA
"815","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CUSTER",37,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","8",NA
"816","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CUSTER",37,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","30",NA
"817","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CUSTER",37,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","15",NA
"818","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CUSTER",37,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","41",NA
"819","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CUSTER",37,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","17",NA
"820","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CUSTER",37,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (FULL OWNER)","218",NA
"821","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CUSTER",37,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (PART OWNER)","63",NA
"822","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CUSTER",37,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TENURE","TENURE: (TENANT)","19",NA
"823","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"CUSTER",37,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","300",NA
"824","CENSUS",1997,"YEAR",NA,"COUNTY","IDAHO",16,"EAST",90,"FRANKLIN",41,NA,NA,0,NA,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","48",NA
